epoch,step,train_loss,val_loss
0,31,,0.5002159476280212
1,49,0.9455639719963074,
1,63,,0.4535466134548187
2,95,,0.43841689825057983
3,99,0.7735630869865417,
3,127,,0.4440101683139801
4,149,0.700427234172821,
4,159,,0.44195273518562317
5,191,,0.39895257353782654
6,199,0.49981117248535156,
6,223,,0.38609492778778076
7,249,0.47269654273986816,
7,255,,0.3543006479740143
8,287,,0.3457832336425781
9,299,0.40891385078430176,
9,319,,0.3441663384437561
10,349,0.34590038657188416,
10,351,,0.3353296220302582
11,383,,0.33758923411369324
12,399,0.24688109755516052,
12,415,,0.3177395164966583
13,447,,0.32074233889579773
14,449,0.18456310033798218,
14,479,,0.3414994180202484
15,499,0.1421038806438446,
15,511,,0.34592339396476746
16,543,,0.33302801847457886
17,549,0.10585083812475204,
17,575,,0.3337385058403015
18,599,0.06782392412424088,
18,607,,0.34743010997772217
19,639,,0.35500428080558777
20,649,0.04777393490076065,
20,671,,0.35314640402793884
21,699,0.04214362055063248,
21,703,,0.34788814187049866
22,735,,0.3508143126964569
23,749,0.025679374113678932,
23,767,,0.3376353979110718
24,799,0.0372498482465744,
24,799,,0.3507305979728699
25,831,,0.3626185953617096
26,849,0.015883689746260643,
26,863,,0.35557132959365845
27,895,,0.3651217222213745
28,899,0.012340586632490158,
28,927,,0.36020755767822266
29,949,0.015880201011896133,
29,959,,0.36561575531959534
30,991,,0.3637480139732361
31,999,0.01622958481311798,
31,1023,,0.3745197057723999
32,1049,0.014050567522644997,
32,1055,,0.3778614401817322
33,1087,,0.38564276695251465
34,1099,0.012625792995095253,
34,1119,,0.37768518924713135
35,1149,0.01031410600990057,
35,1151,,0.38311150670051575
36,1183,,0.37873363494873047
37,1199,0.011264925822615623,
37,1215,,0.37267744541168213
38,1247,,0.3830608129501343
39,1249,0.009594800882041454,
39,1279,,0.38407641649246216
40,1299,0.007842646911740303,
40,1311,,0.38357406854629517
41,1343,,0.3884425461292267
42,1349,0.008218041621148586,
42,1375,,0.3823869824409485
43,1399,0.009267526678740978,
43,1407,,0.38868996500968933
44,1439,,0.3837403953075409
45,1449,0.008770080283284187,
45,1471,,0.3880354166030884
